KeyRelease event, serial 18, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36801639, (1314,474), root:(1322,554), state 0x0, keycode 50 (keysym 0xffe1), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829015, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829015, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829133, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829141, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829141, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829254, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829262, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829262, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829380, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829420, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829420, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829526, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829794, (1314,474), root:(1322,554), state 0x0, keycode 62 (keysym 0xffe2), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829794, (1314,474), root:(1322,554), state 0x0, keycode 62 (keysym 0xffe2), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829926, (1314,474), root:(1322,554), state 0x1, keycode 42 (keysym 0x49), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829926, (1314,474), root:(1322,554), state 0x1, keycode 42 (keysym 0x49), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829983, (1314,474), root:(1322,554), state 0x1, keycode 42 (keysym 0x49), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36829990, (1314,474), root:(1322,554), state 0x1, keycode 62 (keysym 0xffe2), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830022, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830022, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830125, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830219, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830219, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830282, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830345, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830345, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830428, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830482, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830482, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830575, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830699, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830699, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830767, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830846, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830846, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830918, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830973, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36830973, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831062, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831094, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831094, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831161, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831161, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831188, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831259, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831272, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831272, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831365, (1314,474), root:(1322,554), state 0x0, keycode 65 (keysym 0x20), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831463, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831463, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831567, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831636, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831636, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831729, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831833, (1314,474), root:(1322,554), state 0x0, keycode 28 (keysym 0x79), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831833, (1314,474), root:(1322,554), state 0x0, keycode 28 (keysym 0x79), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36831927, (1314,474), root:(1322,554), state 0x0, keycode 28 (keysym 0x79), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36832291, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36832291, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36832399, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36832744, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36832744, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36832812, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833183, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833183, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833250, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833329, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833329, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833417, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833480, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833480, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833553, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833567, (1314,474), root:(1322,554), state 0x0, keycode 43 (keysym 0x64), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833567, (1314,474), root:(1322,554), state 0x0, keycode 43 (keysym 0x64), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36833669, (1314,474), root:(1322,554), state 0x0, keycode 43 (keysym 0x64), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36834958, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36834958, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36835046, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36835145, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36835145, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36835223, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36835352, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36835352, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36835429, (1314,474), root:(1322,554), state 0x0, keycode 26 (keysym 0x2e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36836111, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36836111, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x27 (WM_NAME), time 36836120, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x25 (WM_ICON_NAME), time 36836120, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x24 (WM_CLIENT_MACHINE), time 36836120, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x182 (WM_LOCALE_NAME), time 36836120, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18e (_NET_WM_NAME), time 36836120, state PropertyNewValue
PropertyNotify event, serial 27, synthetic NO, window 0x180000e, atom 0x18d (_NET_WM_ICON_NAME), time 36836120, state PropertyNewValue
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36836219, (1314,474), root:(1322,554), state 0x0, keycode 66 (keysym 0xff1b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36837293, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36837293, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36837356, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844206, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844206, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844220, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844220, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844266, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844266, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844276, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844276, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844342, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844342, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844362, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844362, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844374, (1314,474), root:(1322,554), state 0x0, keycode 47 (keysym 0x73), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844384, (1314,474), root:(1322,554), state 0x0, keycode 38 (keysym 0x61), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844402, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844402, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844412, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844412, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844422, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844422, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844434, (1314,474), root:(1322,554), state 0x0, keycode 46 (keysym 0x6e), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844444, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844490, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844510, (1314,474), root:(1322,554), state 0x0, keycode 45 (keysym 0x74), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844530, (1314,474), root:(1322,554), state 0x0, keycode 44 (keysym 0x68), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844540, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844548, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844548, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844565, (1314,474), root:(1322,554), state 0x0, keycode 57 (keysym 0x62), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36844580, (1314,474), root:(1322,554), state 0x0, keycode 55 (keysym 0x6b), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846626, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846626, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846659, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846718, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846718, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846728, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846728, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846779, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846779, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846819, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846819, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846834, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846834, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846848, (1314,474), root:(1322,554), state 0x0, keycode 56 (keysym 0x78), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846857, (1314,474), root:(1322,554), state 0x0, keycode 58 (keysym 0x6d), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846885, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846885, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846927, (1314,474), root:(1322,554), state 0x0, keycode 33 (keysym 0x6c), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846935, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846935, (1314,474), root:(1322,554), state 0x0, keycode 41 (keysym 0x75), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846947, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846947, (1314,474), root:(1322,554), state 0x0, keycode 31 (keysym 0x63), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846957, (1314,474), root:(1322,554), state 0x0, keycode 39 (keysym 0x6f), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846993, (1314,474), root:(1322,554), state 0x0, keycode 40 (keysym 0x65), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846997, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyPress event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36846997, (1314,474), root:(1322,554), state 0x0, keycode 42 (keysym 0x69), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36847003, (1314,474), root:(1322,554), state 0x0, keycode 32 (keysym 0x72), same_screen YES
KeyRelease event, serial 27, synthetic NO, window 0x180000e, root 0x6c0, subw 0x0, time 36847011, (1314,474), root:(1322,554), state 0x0, keycode 30 (keysym 0x67), same_screen YES
